mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather,appCat.utilities,mood_prev_1,mood_prev_2,mood_prev_3,mood_absolute_change,mood_absolute_change_prev_1,mood_absolute_change_prev_2,mood_absolute_change_prev_3,mood_pct_change,mood_pct_change_prev_1,mood_pct_change_prev_2,mood_pct_change_prev_3,circumplex.valence_prev_1,circumplex.valence_prev_2,circumplex.valence_absolute_change,circumplex.valence_absolute_change_prev_1,circumplex.valence_absolute_change_prev_2,circumplex.arousal_prev_1,circumplex.arousal_prev_2,circumplex.arousal_absolute_change,circumplex.arousal_absolute_change_prev_1,circumplex.arousal_absolute_change_prev_2,activity_prev_1,activity_prev_2,activity_absolute_change,activity_absolute_change_prev_1,activity_absolute_change_prev_2,year,month,day_of_month,day_of_week,is_holiday,is_weekend,days_until_weekend,AS14.01,AS14.02,AS14.03,AS14.05,AS14.06,AS14.07,AS14.08,AS14.09,AS14.12,AS14.13,AS14.14,AS14.15,AS14.16,AS14.17,AS14.19,AS14.20,AS14.23,AS14.24,AS14.25,AS14.26,AS14.27,AS14.28,AS14.29,AS14.30,AS14.31,AS14.32,AS14.33,mood_target
0.6888888888888889,0.35,0.65,0.0055555555555555,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944444444444444,0.7777777777777778,0.5925925925925926,0.5177570093457944,-0.19444444444444445,0.07407407407407411,-0.18518518518518523,0.2882183908045977,-0.12152777777777778,-0.08187134502923975,-0.1216931216931217,0.6875,0.8333333333333333,0.45679012345679015,0.3541666666666667,0.75,0.625,0.6666666666666666,0.3275862068965517,0.45833333333333337,0.6666666666666666,0.042302883778457,0.042302883778457,0.4646603121033491,0.0,0.0367473282229015,0,0.25,0.1935483870967742,0.5,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222
0.7222222222222222,0.6875,0.75,0.042302883778457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888888888888889,0.6944444444444444,0.7777777777777778,0.5570093457943924,-0.11666666666666664,-0.19444444444444445,0.07407407407407411,0.31250000000000006,-0.11187739463601533,-0.12152777777777778,-0.08187134502923975,0.65,0.6875,0.5925925925925926,0.4625,0.3541666666666667,0.35,0.625,0.75,0.22499999999999998,0.45833333333333337,0.0055555555555555,0.042302883778457,0.5386873897027983,-0.0367473282229015,0.0,0,0.25,0.22580645161290322,0.6666666666666666,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7111111111111111
0.7111111111111111,0.65,0.8,0.0055555555555555,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.6888888888888889,0.6944444444444444,0.5121495327102804,-0.07777777777777779,-0.11666666666666664,-0.19444444444444445,0.28500000000000003,-0.10648148148148147,-0.11187739463601533,-0.12152777777777778,0.75,0.65,0.54320987654321,0.6,0.4625,0.6875,0.35,0.4913793103448276,0.8375,0.22499999999999998,0.042302883778457,0.0055555555555555,0.4646603121033491,0.0367473282229015,-0.0367473282229015,0,0.25,0.22580645161290322,0.6666666666666666,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333
0.7333333333333333,0.6,0.7,0.042302883778457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111111111111111,0.7222222222222222,0.6888888888888889,0.5457943925233644,-0.12222222222222218,-0.07777777777777779,-0.11666666666666664,0.30518018018018017,-0.11259259259259258,-0.10648148148148147,-0.11187739463601533,0.8,0.75,0.39506172839506176,0.55,0.6,0.65,0.6875,0.48275862068965514,0.4625,0.8375,0.0055555555555555,0.042302883778457,0.5386873897027983,-0.0367473282229015,0.0367473282229015,0,0.25,0.25806451612903225,0.8333333333333334,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
0.6666666666666666,0.5,0.75,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7111111111111111,0.7222222222222222,0.4560747663551402,-0.08888888888888896,-0.12222222222222218,-0.07777777777777779,0.2521929824561404,-0.10810810810810811,-0.11259259259259258,-0.10648148148148147,0.7,0.8,0.54320987654321,0.4,0.55,0.6,0.65,0.4482758620689655,0.45,0.4625,0.042302883778457,0.0055555555555555,0.4646603121033491,0.0367473282229015,-0.0367473282229015,0,0.25,0.25806451612903225,0.8333333333333334,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6888888888888889
0.6888888888888889,0.25,0.8,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7333333333333333,0.7111111111111111,0.5457943925233645,-0.17777777777777773,-0.08888888888888896,-0.12222222222222218,0.30595238095238103,-0.11988304093567252,-0.10810810810810811,-0.11259259259259258,0.75,0.7,0.54320987654321,0.55,0.4,0.5,0.6,0.3448275862068966,0.4,0.45,0.0055555555555555,0.042302883778457,0.5016738509030737,-0.0367473282229015,0.0367473282229015,0,0.25,0.2903225806451613,1.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6888888888888889
0.6888888888888889,0.7,0.75,0.042302883778457,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888888888888889,0.6666666666666666,0.7333333333333333,0.5233644859813084,-0.08888888888888886,-0.17777777777777773,-0.08888888888888896,0.2916666666666667,-0.10793650793650793,-0.11988304093567252,-0.10810810810810811,0.8,0.75,0.4444444444444445,0.55,0.55,0.25,0.5,0.8275862068965517,0.25,0.4,0.0055555555555555,0.0055555555555555,0.5386873897027983,0.0,-0.0367473282229015,0,0.25,0.2903225806451613,1.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7037037037037037
0.7037037037037037,0.6666666666666666,0.6666666666666666,0.042302883778457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888888888888889,0.6888888888888889,0.6666666666666666,0.5383177570093457,-0.1111111111111111,-0.08888888888888886,-0.17777777777777773,0.3009259259259259,-0.1111111111111111,-0.10793650793650793,-0.11988304093567252,0.75,0.8,0.4115226337448559,0.45,0.55,0.7,0.25,0.4942528735632184,0.95,0.25,0.042302883778457,0.0055555555555555,0.5016738509030737,0.0367473282229015,0.0,0,0.25,0.3225806451612903,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6444444444444444
0.6444444444444444,0.25,0.65,0.0055555555555555,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.6888888888888889,0.6888888888888889,0.4635514018691589,-0.09629629629629635,-0.1111111111111111,-0.08888888888888886,0.2553030303030303,-0.10905349794238685,-0.1111111111111111,-0.10793650793650793,0.6666666666666666,0.75,0.47736625514403297,0.41666666666666663,0.45,0.6666666666666666,0.7,0.2298850574712644,0.4666666666666667,0.95,0.042302883778457,0.042302883778457,0.4646603121033491,0.0,0.0367473282229015,0,0.25,0.3225806451612903,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6222222222222222
0.6222222222222222,0.6,0.6,0.0055555555555555,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444444444444444,0.7037037037037037,0.6888888888888889,0.5009345794392522,-0.17037037037037037,-0.09629629629629635,-0.1111111111111111,0.2769607843137255,-0.1191919191919192,-0.10905349794238685,-0.1111111111111111,0.65,0.6666666666666666,0.4444444444444445,0.48333333333333334,0.41666666666666663,0.25,0.6666666666666666,0.7586206896551725,0.08333333333333337,0.4666666666666667,0.0055555555555555,0.042302883778457,0.5016738509030737,-0.0367473282229015,0.0,0,0.25,0.3548387096774194,0.16666666666666666,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5777777777777778
0.5777777777777778,0.5,0.6,0.042302883778457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,0.6444444444444444,0.7037037037037037,0.4785046728971963,-0.13333333333333336,-0.17037037037037037,-0.09629629629629635,0.2613636363636364,-0.11437908496732024,-0.1191919191919192,-0.10905349794238685,0.6,0.65,0.4938271604938272,0.45,0.48333333333333334,0.6,0.25,0.4482758620689655,0.85,0.08333333333333337,0.0055555555555555,0.0055555555555555,0.5386873897027983,0.0,-0.0367473282229015,0,0.25,0.3548387096774194,0.16666666666666666,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001
0.6000000000000001,0.55,0.55,0.042302883778457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5777777777777778,0.6222222222222222,0.6444444444444444,0.5457943925233645,-0.1555555555555555,-0.13333333333333336,-0.17037037037037037,0.3077956989247312,-0.11784511784511784,-0.11437908496732024,-0.1191919191919192,0.6,0.6,0.4444444444444445,0.5,0.45,0.5,0.6,0.5517241379310345,0.4,0.85,0.042302883778457,0.0055555555555555,0.5016738509030737,0.0367473282229015,0.0,0,0.25,0.3870967741935484,0.3333333333333333,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
0.6666666666666666,0.65,0.75,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5777777777777778,0.6222222222222222,0.5906542056074765,-0.08888888888888886,-0.1555555555555555,-0.13333333333333336,0.3385416666666667,-0.10752688172043011,-0.11784511784511784,-0.11437908496732024,0.55,0.6,0.691358024691358,0.45,0.5,0.55,0.5,0.5862068965517241,0.55,0.4,0.042302883778457,0.042302883778457,0.4646603121033491,0.0,0.0367473282229015,0,0.25,0.3870967741935484,0.3333333333333333,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6944444444444444
0.6944444444444444,0.6875,0.6875,0.042302883778457,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6000000000000001,0.5777777777777778,0.5514018691588785,-0.04444444444444448,-0.08888888888888886,-0.1555555555555555,0.3095238095238096,-0.10069444444444445,-0.10752688172043011,-0.11784511784511784,0.75,0.55,0.4320987654320988,0.7,0.45,0.65,0.55,0.5431034482758621,0.6,0.55,0.0055555555555555,0.042302883778457,0.5386873897027983,-0.0367473282229015,0.0,0,0.25,0.41935483870967744,0.5,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6222222222222222
0.6222222222222222,0.5,0.65,0.0055555555555555,0.022815037144276996,0.0,0.6470588235294118,0.0041963226899040485,0.013861261604163455,0.0,0.0,0.0,0.0,0.04817536566614544,0.006682013329976659,0.0,0.0,0.0,0.005785723587520696,0.6944444444444444,0.6666666666666666,0.6000000000000001,0.45046728971962613,-0.08333333333333333,-0.04444444444444448,-0.08888888888888886,0.2468390804597701,-0.10714285714285714,-0.10069444444444445,-0.10752688172043011,0.6875,0.75,0.45679012345679015,0.4375,0.7,0.6875,0.65,0.3879310344827586,0.5375,0.6,0.042302883778457,0.0055555555555555,0.4646603121033491,0.0367473282229015,-0.0367473282229015,0,0.25,0.41935483870967744,0.5,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778
0.7777777777777778,0.375,0.875,0.0607142857142857,0.0056984974429993415,0.16129032258064516,0.0,0.0012186080222395283,0.008900392586444287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,0.6944444444444444,0.6666666666666666,0.6803738317757009,-0.18333333333333338,-0.08333333333333333,-0.04444444444444448,0.39772727272727276,-0.12107279693486589,-0.10714285714285714,-0.10069444444444445,0.65,0.6875,0.7160493827160493,0.4625,0.4375,0.5,0.6875,0.4310344827586207,0.3125,0.5375,0.0055555555555555,0.042302883778457,0.5572321703131181,-0.0367473282229015,0.0367473282229015,0,0.25,0.41935483870967744,0.5,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
