activity_prev_3,screen,appCat.builtin,circumplex.arousal,circumplex.arousal_absolute_change_prev_2,activity_absolute_change,circumplex.arousal_absolute_change_prev_3,circumplex.valence_prev_3,mood_pct_change_prev_6,circumplex.arousal_absolute_change_prev_1,activity_prev_1,circumplex.valence_absolute_change,circumplex.arousal_absolute_change_prev_4,activity_absolute_change_prev_1,appCat.communication,activity_absolute_change_prev_2,activity_absolute_change_prev_4,activity_prev_2,activity_prev_4,mood_prev_7,circumplex.valence_absolute_change_prev_2,appCat.other,mood_absolute_change_prev_6,circumplex.valence,circumplex.arousal_absolute_change,circumplex.arousal_prev_4,mood_pct_change_prev_7,circumplex.valence_absolute_change_prev_4,mood_pct_change_prev_3,activity_absolute_change_prev_3,mood_absolute_change_prev_3,activity,mood_pct_change_prev_4,call,mood_prev_6,circumplex.arousal_prev_2,appCat.social,mood_prev_2,day_of_month,mood_pct_change_prev_1,mood_pct_change,circumplex.valence_absolute_change_prev_3,mood_absolute_change_prev_7,mood_absolute_change_prev_1,mood_prev_3,mood,circumplex.arousal_prev_3,mood_pct_change_prev_5,circumplex.arousal_prev_1,mood_pct_change_prev_2,mood_absolute_change_prev_2,circumplex.valence_prev_1,appCat.entertainment,mood_absolute_change_prev_5,mood_absolute_change_prev_4,AS14.32,mood_absolute_change,mood_prev_5,appCat.travel,circumplex.valence_absolute_change_prev_1,mood_prev_4,circumplex.valence_prev_4,circumplex.valence_prev_2,mood_prev_1,appCat.utilities,sms,days_until_weekend,day_of_week,appCat.unknown,mood_target
0.1474919915015481,2.0058734241239378e-18,0.0421508980834792,0.5449637736047916,0.4354595305164814,0.3424613926554972,0.933504472706584,0.7904188202729092,0.938676858194335,0.4139503642154995,0.1474919915015481,0.6747958119469868,0.1118108114775352,0.6367712710580294,1.3013512784766816e-14,0.3424613926554972,0.3424613926554972,0.0169438252797341,0.0169438252797341,0.2158155113317726,0.6747958119469868,0.184878735215025,0.9460743361254254,0.7904188202729092,0.330835129719245,0.2203626228501393,0.2284197122193242,0.3621396880589483,0.6269018929901907,0.6367712710580294,0.631533093123478,0.0169438252797341,0.4850131538404156,7.412060762707426e-17,0.8013185870694214,0.8687210196213982,0.0641169281962521,0.7629741752804466,0.2580645161290322,0.5862782720471196,0.2700964450508821,0.7884811120156412,0.2378703847374843,0.5896760234068822,0.7721747482882481,0.6666666666666666,0.9096682546108316,0.2320603671683853,0.7892070754133416,0.4651232587089793,0.4543753183648964,0.5058603088623947,5.316169677586994e-05,0.2134796168842779,0.4770465836742352,0,0.2587949805588634,0.7440057357396719,0.0011711321936623,0.2115313898129164,0.7352267993250616,0.3237456466357976,0.9610640905871196,0.7797688744945838,0.1427637746791952,8.9719131585146e-09,0.0,0.8333333333333334,0.1563825762629642,7.0
0.1474919915015481,2.0058734241239378e-18,0.0421508980834792,0.9204664923947372,0.330835129719245,0.6367712710580294,0.4139503642154995,0.5058603088623947,0.4850131538404156,0.134619145672988,0.0169438252797341,0.3252189648078942,0.4354595305164814,0.4867741111549508,1.3013512784766816e-14,0.3424613926554972,0.3424613926554972,0.0169438252797341,0.0169438252797341,0.7440057357396719,0.6747958119469868,0.184878735215025,0.4770465836742352,0.7904188202729092,0.9779103239245208,0.8687210196213982,0.2320603671683853,0.6747958119469868,0.5862782720471196,0.6367712710580294,0.5896760234068822,0.1474919915015481,0.4651232587089793,0.957706350526526,0.7352267993250616,0.5449637736047916,0.0641169281962521,0.4998492927207391,0.2903225806451613,0.5906704683533771,0.5061738795071958,0.2115313898129164,0.2134796168842779,0.5896760234068826,0.7797688744945838,0.6888888888888889,0.7892070754133416,0.6269018929901907,0.0836155609790491,0.2700964450508821,0.2587949805588634,0.9610640905871196,5.316169677586994e-05,0.631533093123478,0.4543753183648964,0,0.50000456080207,0.7721747482882481,0.0011711321936623,0.6747958119469868,0.7629741752804466,0.9610640905871196,0.7904188202729092,0.7352267993250616,0.1427637746791952,8.9719131585146e-09,0.0,1.0,0.1563825762629642,7.0
0.0169438252797341,2.0058734241239378e-18,0.0421508980834792,0.0836155609790491,0.4139503642154995,0.4867741111549508,0.4354595305164814,0.9610640905871196,0.2320603671683853,0.330835129719245,0.0169438252797341,0.6747958119469868,0.933504472706584,0.3424613926554972,1.3013512784766816e-14,0.6367712710580294,0.6367712710580294,0.1474919915015481,0.1474919915015481,0.8013185870694214,0.2115313898129164,0.184878735215025,0.2134796168842779,0.9610640905871196,0.134619145672988,0.9096682546108316,0.938676858194335,0.7884811120156412,0.4651232587089793,0.3424613926554972,0.4543753183648964,0.0169438252797341,0.6269018929901907,7.412060762707426e-17,0.7440057357396719,0.7892070754133416,0.0641169281962521,0.7797688744945838,0.2903225806451613,0.2700964450508821,0.5906704683533771,0.6747958119469868,0.9460743361254254,0.2587949805588634,0.7629741752804466,0.6888888888888889,0.8687210196213982,0.4850131538404156,0.5449637736047916,0.5862782720471196,0.5896760234068822,0.7904188202729092,5.316169677586994e-05,0.4770465836742352,0.631533093123478,0,0.5896760234068826,0.7352267993250616,0.0011711321936623,0.6747958119469868,0.7721747482882481,0.7904188202729092,0.5058603088623947,0.4998492927207391,0.1427637746791952,8.9719131585146e-09,0.0,1.0,0.1563825762629642,7.0
0.0169438252797341,2.0058734241239378e-18,0.0421508980834792,0.8886362358611932,0.134619145672988,0.4867741111549508,0.330835129719245,0.7904188202729092,0.6269018929901907,0.9779103239245208,0.1474919915015481,0.2441416280079103,0.4139503642154995,0.6367712710580294,1.3013512784766816e-14,0.4867741111549508,0.6367712710580294,0.0169438252797341,0.1474919915015481,0.7352267993250616,0.6747958119469868,0.184878735215025,0.631533093123478,0.3756754596352744,0.4426707814678018,0.7892070754133416,0.4850131538404156,0.2115313898129164,0.2700964450508821,0.3424613926554972,0.2587949805588634,0.1474919915015481,0.5862782720471196,7.412060762707426e-17,0.7721747482882481,0.0836155609790491,0.0641169281962521,0.7352267993250616,0.3225806451612903,0.5061738795071958,0.5616761675459321,0.6747958119469868,0.4770465836742352,0.50000456080207,0.4998492927207391,0.7037037037037037,0.5449637736047916,0.4651232587089793,0.9204664923947372,0.5906704683533771,0.5896760234068826,0.7904188202729092,5.316169677586994e-05,0.4543753183648964,0.5896760234068822,0,0.56052766530906,0.7629741752804466,0.0011711321936623,0.3252189648078942,0.7797688744945838,0.5058603088623947,0.9610640905871196,0.7352267993250616,0.1427637746791952,8.9719131585146e-09,1.0,0.0,0.1563825762629642,7.0
0.0169438252797341,2.0058734241239378e-18,0.0421508980834792,0.0836155609790491,0.9779103239245208,0.3424613926554972,0.134619145672988,0.9610640905871196,0.4651232587089793,0.4426707814678018,0.1474919915015481,0.4332213884773938,0.330835129719245,0.4867741111549508,1.3013512784766816e-14,0.6367712710580294,0.3424613926554972,0.1474919915015481,0.0169438252797341,0.7721747482882481,0.3252189648078942,0.184878735215025,0.4543753183648964,0.3237456466357976,0.0316718417512472,0.5449637736047916,0.6269018929901907,0.6747958119469868,0.5906704683533771,0.4867741111549508,0.5896760234068826,0.0169438252797341,0.2700964450508821,7.412060762707426e-17,0.7629741752804466,0.9204664923947372,0.0641169281962521,0.7352267993250616,0.3225806451612903,0.5616761675459321,0.2869974711430638,0.6747958119469868,0.631533093123478,0.56052766530906,0.7352267993250616,0.6444444444444444,0.0836155609790491,0.5862782720471196,0.8886362358611932,0.5061738795071958,0.50000456080207,0.3756754596352744,5.316169677586994e-05,0.5896760234068822,0.2587949805588634,0,0.2809864826129369,0.7797688744945838,0.0011711321936623,0.2441416280079103,0.4998492927207391,0.7904188202729092,0.7904188202729092,0.7555448623677441,0.1427637746791952,0.9997625696728268,1.0,0.0,0.1563825762629642,7.0
0.1474919915015481,2.0058734241239378e-18,0.0421508980834792,0.7892070754133416,0.4426707814678018,0.4867741111549508,0.9779103239245208,0.7904188202729092,0.5862782720471196,0.0316718417512472,0.0169438252797341,0.3252189648078942,0.134619145672988,0.3424613926554972,1.3013512784766816e-14,0.4867741111549508,0.4867741111549508,0.1474919915015481,0.0169438252797341,0.7629741752804466,0.2441416280079103,0.184878735215025,0.5896760234068822,0.2071940452322417,0.94048592831754,0.0836155609790491,0.4651232587089793,0.6747958119469868,0.5061738795071958,0.6367712710580294,0.50000456080207,0.0169438252797341,0.5906704683533771,7.412060762707426e-17,0.7797688744945838,0.8886362358611932,0.0641169281962521,0.7555448623677441,0.3548387096774194,0.2869974711430638,0.4152810350519677,0.3252189648078942,0.4543753183648964,0.2809864826129369,0.7352267993250616,0.6222222222222222,0.9204664923947372,0.2700964450508821,0.0836155609790491,0.5616761675459321,0.56052766530906,0.3237456466357976,5.316169677586994e-05,0.2587949805588634,0.5896760234068826,0,0.4103324940455733,0.4998492927207391,0.0011711321936623,0.4332213884773938,0.7352267993250616,0.9610640905871196,0.3756754596352744,0.264773200674938,0.1427637746791952,0.999574129041098,0.8,0.1666666666666666,0.1563825762629642,6.0
0.1474919915015481,2.0058734241239378e-18,0.0421508980834792,0.5449637736047916,0.0316718417512472,0.6367712710580294,0.4426707814678018,0.3756754596352744,0.2700964450508821,0.94048592831754,0.0169438252797341,0.5000079428602137,0.9779103239245208,0.4867741111549508,1.3013512784766816e-14,0.3424613926554972,0.6367712710580294,0.0169438252797341,0.1474919915015481,0.7797688744945838,0.4332213884773938,0.184878735215025,0.2587949805588634,0.2071940452322417,0.330835129719245,0.9204664923947372,0.5862782720471196,0.3252189648078942,0.5616761675459321,0.4867741111549508,0.56052766530906,0.1474919915015481,0.5061738795071958,7.412060762707426e-17,0.4998492927207391,0.0836155609790491,0.0641169281962521,0.264773200674938,0.3548387096774194,0.4152810350519677,0.3212822723317463,0.2441416280079103,0.5896760234068822,0.4103324940455733,0.7555448623677441,0.5777777777777778,0.8886362358611932,0.5906704683533771,0.7892070754133416,0.2869974711430638,0.2809864826129369,0.2071940452322417,5.316169677586994e-05,0.5896760234068826,0.50000456080207,0,0.3291495808604713,0.7352267993250616,0.0011711321936623,0.3252189648078942,0.7352267993250616,0.7904188202729092,0.3237456466357976,0.2370258247195531,0.1427637746791952,8.9719131585146e-09,0.8,0.1666666666666666,0.1563825762629642,6.0
0.0169438252797341,2.0058734241239378e-18,0.0421508980834792,0.6763557398785012,0.94048592831754,0.4867741111549508,0.0316718417512472,0.3237456466357976,0.5906704683533771,0.330835129719245,0.1474919915015481,0.3252189648078941,0.4426707814678018,0.6367712710580294,1.3013512784766816e-14,0.4867741111549508,0.4867741111549508,0.0169438252797341,0.1474919915015481,0.4998492927207391,0.3252189648078942,0.184878735215025,0.5896760234068826,0.132602161066259,0.587589352495278,0.8886362358611932,0.2700964450508821,0.2441416280079103,0.2869974711430638,0.3424613926554972,0.2809864826129369,0.1474919915015481,0.5616761675459321,7.412060762707426e-17,0.7352267993250616,0.7892070754133416,0.0641169281962521,0.2370258247195531,0.3870967741935484,0.3212822723317463,0.6010573495325482,0.4332213884773938,0.2587949805588634,0.3291495808604713,0.264773200674938,0.6000000000000001,0.0836155609790491,0.5061738795071958,0.5449637736047916,0.4152810350519677,0.4103324940455733,0.2071940452322417,5.316169677586994e-05,0.50000456080207,0.56052766530906,0,0.5896760234068826,0.7352267993250616,0.0011711321936623,0.5000079428602137,0.7555448623677441,0.3756754596352744,0.2071940452322417,0.2081349989321594,0.1427637746791952,8.9719131585146e-09,0.6,0.3333333333333333,0.1563825762629642,7.0
0.0169438252797341,2.0058734241239378e-18,0.0421508980834792,0.8687210196213982,0.330835129719245,0.3424613926554972,0.94048592831754,0.2071940452322417,0.5061738795071958,0.587589352495278,0.1474919915015481,0.9105180985672512,0.0316718417512472,0.4867741111549508,1.3013512784766816e-14,0.6367712710580294,0.3424613926554972,0.1474919915015481,0.0169438252797341,0.7352267993250616,0.5000079428602137,0.184878735215025,0.50000456080207,0.7904188202729092,0.6706034647557569,0.0836155609790491,0.5906704683533771,0.4332213884773938,0.4152810350519677,0.4867741111549508,0.4103324940455733,0.0169438252797341,0.2869974711430638,7.412060762707426e-17,0.7352267993250616,0.5449637736047916,0.0641169281962521,0.2081349989321594,0.3870967741935484,0.6010573495325482,0.7498395448054529,0.3252189648078942,0.5896760234068826,0.5896760234068826,0.2370258247195531,0.6666666666666666,0.7892070754133416,0.5616761675459321,0.6763557398785012,0.3212822723317463,0.3291495808604713,0.132602161066259,5.316169677586994e-05,0.56052766530906,0.2809864826129369,0,0.7412114210496226,0.7555448623677441,0.0011711321936623,0.3252189648078941,0.264773200674938,0.3237456466357976,0.2071940452322417,0.220231125505416,0.1427637746791952,8.9719131585146e-09,0.6,0.3333333333333333,0.1563825762629642,7.0
0.1474919915015481,0.2590153166194829,0.0924800226894231,0.005597706119893,0.2045119885409891,0.9555017087318208,0.5660950022715118,0.4524534852633843,0.3212822723317463,0.2918060462499107,0.2427987484616805,0.1705981442692763,0.6706034647557569,0.7025657870988289,0.3245849501212418,0.3424613926554972,0.3424613926554972,0.0169438252797341,0.0169438252797341,0.2370258247195531,0.3621396880589483,0.9752134807280564,0.3291495808604713,0.7904188202729092,0.0476711562224195,0.8687210196213982,0.4152810350519677,0.9105180985672512,0.6106651211316159,0.6367712710580294,0.6109035139436192,0.8922667879517282,0.7498395448054529,0.7073571493845705,0.2081349989321594,0.5449637736047916,0.5922168698664761,0.2370258247195531,0.4193548387096774,0.9066813249890416,0.1632783489846634,0.2920623686335691,0.4103324940455733,0.9168250089748368,0.7440057357396719,0.6666666666666666,0.9096682546108316,0.6010573495325482,0.2743566340808772,0.242256206874575,0.2429831389675525,0.9968822062216958,0.2992671080078523,0.5896760234068826,0.7412114210496226,0,0.1515788247919164,0.220231125505416,0.0011711321936623,0.9278341524829627,0.4998492927207391,0.7904188202729092,0.3237456466357976,0.8013185870694214,0.1427637746791952,8.9719131585146e-09,0.4,0.5,0.1563825762629642,7.0
