mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather,appCat.utilities,late_night_phone_use,late_night_appCat.builtin_use,late_night_appCat.communication_use,late_night_appCat.entertainment_use,late_night_appCat.finance_use,late_night_appCat.game_use,late_night_appCat.office_use,late_night_appCat.other_use,late_night_appCat.social_use,late_night_appCat.travel_use,late_night_appCat.unknown_use,late_night_appCat.utilities_use,late_night_appCat.weather_use,late_night_call_use,late_night_sms_use,late_night_screen_use,mood_prev_1,mood_prev_2,mood_prev_3,mood_absolute_change,mood_absolute_change_prev_1,mood_absolute_change_prev_2,mood_absolute_change_prev_3,mood_pct_change,mood_pct_change_prev_1,mood_pct_change_prev_2,mood_pct_change_prev_3,circumplex.valence_prev_1,circumplex.valence_prev_2,circumplex.valence_absolute_change,circumplex.valence_absolute_change_prev_1,circumplex.valence_absolute_change_prev_2,circumplex.arousal_prev_1,circumplex.arousal_prev_2,circumplex.arousal_absolute_change,circumplex.arousal_absolute_change_prev_1,circumplex.arousal_absolute_change_prev_2,activity_prev_1,activity_prev_2,activity_absolute_change,activity_absolute_change_prev_1,activity_absolute_change_prev_2,year,month,day_of_month,day_of_week,is_holiday,is_weekend,days_until_weekend,AS14.01,AS14.02,AS14.03,AS14.05,AS14.06,AS14.07,AS14.08,AS14.09,AS14.12,AS14.13,AS14.14,AS14.15,AS14.16,AS14.17,AS14.19,AS14.20,AS14.23,AS14.24,AS14.25,AS14.26,AS14.27,AS14.28,AS14.29,AS14.30,AS14.31,AS14.32,AS14.33,mood_target
0.6888888888888889,0.2203626228501393,0.32374564663579763,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,0.9999788538238925,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7440057357396719,0.8013185870694214,0.21581551133177262,0.47704658367423525,0.21347961688427797,0.9460743361254254,0.2378703847374843,0.48501315384041566,0.2320603671683853,0.938676858194335,0.22841971221932422,0.4524534852633843,0.9873230235290167,0.3621396880589483,0.14260689890276512,0.9417992972381535,0.8329435187849099,0.8886362358611932,0.11181081147753527,0.4282675480587176,0.7694139515987779,0.14749199150154818,0.14749199150154818,0.34246139265549724,0.48677411115495084,0.6367712710580294,0,0.25,0.1935483870967742,0.5,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
0.7222222222222222,0.9096682546108317,0.7904188202729092,0.14749199150154818,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7352267993250616,0.7440057357396719,0.8013185870694214,0.631533093123478,0.47704658367423525,0.21347961688427797,0.9460743361254254,0.6269018929901907,0.48501315384041566,0.2320603671683853,0.938676858194335,0.32374564663579763,0.4524534852633843,0.7884811120156412,0.3621396880589483,0.14260689890276512,0.2203626228501393,0.8329435187849099,0.9335044727065839,0.11181081147753527,0.4282675480587176,0.016943825279734127,0.14749199150154818,0.6367712710580294,0.34246139265549724,0.48677411115495084,0,0.25,0.22580645161290322,0.6666666666666666,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.7111111111111111,0.8687210196213982,0.9610640905871196,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,0.999574129041098,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7721747482882481,0.7352267993250616,0.7440057357396719,0.4543753183648964,0.631533093123478,0.47704658367423525,0.21347961688427797,0.4651232587089793,0.6269018929901907,0.48501315384041566,0.2320603671683853,0.7904188202729092,0.32374564663579763,0.6747958119469868,0.7884811120156412,0.3621396880589483,0.9096682546108317,0.2203626228501393,0.43545953051648145,0.9335044727065839,0.11181081147753527,0.14749199150154818,0.016943825279734127,0.34246139265549724,0.6367712710580294,0.34246139265549724,0,0.25,0.22580645161290322,0.6666666666666666,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
0.7333333333333333,0.7892070754133416,0.5058603088623947,0.14749199150154818,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7629741752804466,0.7721747482882481,0.7352267993250616,0.5896760234068822,0.4543753183648964,0.631533093123478,0.47704658367423525,0.5862782720471196,0.4651232587089793,0.6269018929901907,0.48501315384041566,0.9610640905871196,0.7904188202729092,0.21153138981291647,0.6747958119469868,0.7884811120156412,0.8687210196213982,0.9096682546108317,0.4139503642154995,0.43545953051648145,0.9335044727065839,0.016943825279734127,0.14749199150154818,0.6367712710580294,0.34246139265549724,0.6367712710580294,0,0.25,0.25806451612903225,0.8333333333333334,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.6666666666666666,0.5449637736047916,0.7904188202729092,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7797688744945838,0.7629741752804466,0.7721747482882481,0.2587949805588634,0.5896760234068822,0.4543753183648964,0.631533093123478,0.27009644505088215,0.5862782720471196,0.4651232587089793,0.6269018929901907,0.5058603088623947,0.9610640905871196,0.6747958119469868,0.21153138981291647,0.6747958119469868,0.7892070754133416,0.8687210196213982,0.330835129719245,0.4139503642154995,0.43545953051648145,0.14749199150154818,0.016943825279734127,0.34246139265549724,0.6367712710580294,0.34246139265549724,0,0.25,0.25806451612903225,0.8333333333333334,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.6888888888888889,0.0836155609790491,0.9610640905871196,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49984929272073914,0.7797688744945838,0.7629741752804466,0.5896760234068826,0.2587949805588634,0.5896760234068822,0.4543753183648964,0.5906704683533771,0.27009644505088215,0.5862782720471196,0.4651232587089793,0.7904188202729092,0.5058603088623947,0.6747958119469868,0.6747958119469868,0.21153138981291647,0.5449637736047916,0.7892070754133416,0.13461914567298802,0.330835129719245,0.4139503642154995,0.016943825279734127,0.14749199150154818,0.48677411115495084,0.34246139265549724,0.6367712710580294,0,0.25,0.2903225806451613,1.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.6888888888888889,0.9204664923947371,0.7904188202729092,0.14749199150154818,2.0058734241239378e-18,0.9577063505265261,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7352267993250616,0.49984929272073914,0.7797688744945838,0.50000456080207,0.5896760234068826,0.2587949805588634,0.5896760234068822,0.5061738795071958,0.5906704683533771,0.27009644505088215,0.5862782720471196,0.9610640905871196,0.7904188202729092,0.3252189648078942,0.6747958119469868,0.6747958119469868,0.0836155609790491,0.5449637736047916,0.9779103239245209,0.13461914567298802,0.330835129719245,0.016943825279734127,0.016943825279734127,0.6367712710580294,0.48677411115495084,0.34246139265549724,0,0.25,0.2903225806451613,1.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.7037037037037037,0.8886362358611932,0.3756754596352744,0.14749199150154818,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7352267993250616,0.7352267993250616,0.49984929272073914,0.56052766530906,0.50000456080207,0.5896760234068826,0.2587949805588634,0.5616761675459321,0.5061738795071958,0.5906704683533771,0.27009644505088215,0.7904188202729092,0.9610640905871196,0.24414162800791037,0.3252189648078942,0.6747958119469868,0.9204664923947371,0.0836155609790491,0.44267078146780187,0.9779103239245209,0.13461914567298802,0.14749199150154818,0.016943825279734127,0.48677411115495084,0.6367712710580294,0.48677411115495084,0,0.25,0.3225806451612903,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.6444444444444444,0.0836155609790491,0.32374564663579763,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,0.9997625696728268,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7555448623677441,0.7352267993250616,0.7352267993250616,0.28098648261293696,0.56052766530906,0.50000456080207,0.5896760234068826,0.28699747114306384,0.5616761675459321,0.5061738795071958,0.5906704683533771,0.3756754596352744,0.7904188202729092,0.4332213884773938,0.24414162800791037,0.3252189648078942,0.8886362358611932,0.9204664923947371,0.031671841751247216,0.44267078146780187,0.9779103239245209,0.14749199150154818,0.14749199150154818,0.34246139265549724,0.48677411115495084,0.6367712710580294,0,0.25,0.3225806451612903,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
0.6222222222222222,0.7892070754133416,0.20719404523224172,0.016943825279734127,2.0058734241239378e-18,7.412060762707426e-17,0.999574129041098,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264773200674938,0.7555448623677441,0.7352267993250616,0.41033249404557337,0.28098648261293696,0.56052766530906,0.50000456080207,0.4152810350519677,0.28699747114306384,0.5616761675459321,0.5061738795071958,0.32374564663579763,0.3756754596352744,0.3252189648078942,0.4332213884773938,0.24414162800791037,0.0836155609790491,0.8886362358611932,0.9404859283175399,0.031671841751247216,0.44267078146780187,0.016943825279734127,0.14749199150154818,0.48677411115495084,0.34246139265549724,0.48677411115495084,0,0.25,0.3548387096774194,0.16666666666666666,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
0.5777777777777778,0.5449637736047916,0.20719404523224172,0.14749199150154818,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2370258247195531,0.264773200674938,0.7555448623677441,0.32914958086047136,0.41033249404557337,0.28098648261293696,0.56052766530906,0.32128227233174633,0.4152810350519677,0.28699747114306384,0.5616761675459321,0.20719404523224172,0.32374564663579763,0.5000079428602137,0.3252189648078942,0.4332213884773938,0.7892070754133416,0.0836155609790491,0.330835129719245,0.9404859283175399,0.031671841751247216,0.016943825279734127,0.016943825279734127,0.6367712710580294,0.48677411115495084,0.34246139265549724,0,0.25,0.3548387096774194,0.16666666666666666,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
0.6000000000000001,0.6763557398785012,0.13260216106625902,0.14749199150154818,2.0058734241239378e-18,7.412060762707426e-17,8.9719131585146e-09,0.04215089808347928,1.3013512784766816e-14,5.316169677586994e-05,5.434051604309581e-21,0.0,5.7902306825439155e-12,0.18487873521502501,0.06411692819625217,0.001171132193662383,0.1563825762629642,0.16520915035931255,0.14276377467919527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20813499893215948,0.2370258247195531,0.264773200674938,0.5896760234068826,0.32914958086047136,0.41033249404557337,0.28098648261293696,0.6010573495325482,0.32128227233174633,0.4152810350519677,0.28699747114306384,0.20719404523224172,0.20719404523224172,0.32521896480789414,0.5000079428602137,0.3252189648078942,0.5449637736047916,0.7892070754133416,0.587589352495278,0.330835129719245,0.9404859283175399,0.14749199150154818,0.016943825279734127,0.48677411115495084,0.6367712710580294,0.48677411115495084,0,0.25,0.3870967741935484,0.3333333333333333,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
